0,2048,1024
0,2048,2048
0,2048,5120
0,2048,10240
0,2048,20480
0,2048,51200
1,2048,102400
1,2048,204800
3,2048,512000
7,2048,1024000
15,2048,2048000
36,2048,5120000
73,2048,10240000
143,2048,20480000
352,2048,51200000
729,2048,102400000
