0,1024,1024
0,1024,2048
0,1024,5120
0,1024,10240
0,1024,20480
0,1024,51200
1,1024,102400
1,1024,204800
8,1024,512000
16,1024,1024000
33,1024,2048000
70,1024,5120000
96,1024,10240000
203,1024,20480000
423,1024,51200000
917,1024,102400000
