5,1024,1024
10,1024,2048
28,1024,5120
53,1024,10240
71,1024,20480
170,1024,51200
295,1024,102400
564,1024,204800
1485,1024,512000
2805,1024,1024000
5592,1024,2048000
14719,1024,5120000
28396,1024,10240000
57030,1024,20480000
153251,1024,51200000
365553,1024,102400000
